OrderID,Date,Product,Category,Quantity,Price,City
10467,10/12/2023,Watch,Electronics,3,49723,Lahore
10468,8/8/2023,Laptop,Fashion,3,19424,Islamabad
10469,3/10/2023,Watch,Fashion,3,8838,Quetta
10470,2/16/2023,Shoes,Fashion,3,37594,Quetta
10471,4/4/2023,Shoes,Fashion,3,44657,Lahore
10472,8/26/2023,Shirt,Fashion,3,24154,Peshawar
10473,7/23/2023,Shoes,Electronics,3,29809,Karachi
10474,8/6/2023,Phone,Electronics,3,43885,Peshawar
10475,12/7/2023,Watch,Electronics,3,20207,Peshawar
10476,2/8/2023,Shoes,Electronics,3,463,Peshawar
10477,4/10/2023,Laptop,Fashion,3,10458,Lahore
10478,10/16/2023,Shirt,Fashion,3,36177,Lahore
10479,9/11/2023,Watch,Fashion,3,49797,Karachi
10480,8/10/2023,Shirt,Fashion,3,3340,Peshawar
10481,12/23/2023,Watch,Fashion,3,6765,Lahore
10482,1/23/2023,Laptop,Electronics,3,45789,Karachi
10483,9/7/2023,Shirt,Electronics,3,2036,Karachi
10484,1/10/2023,Bag,Fashion,3,46836,Peshawar
10485,9/3/2023,Phone,Fashion,3,25638,Islamabad
10486,11/21/2023,Phone,Fashion,3,44065,Peshawar
10487,4/10/2023,Watch,Electronics,3,12098,Islamabad
10488,10/17/2023,Bag,Fashion,3,982,Karachi
10489,6/29/2023,Shirt,Fashion,3,20324,Lahore
10490,8/11/2023,Bag,Fashion,3,39791,Quetta
10491,9/7/2023,Bag,Electronics,3,46576,Karachi
10492,5/27/2023,Shirt,Fashion,3,30925,Lahore
10493,4/6/2023,Laptop,Electronics,3,5304,Karachi
10494,9/14/2023,Bag,Electronics,3,28985,Peshawar
10495,11/21/2023,Bag,Electronics,3,40156,Islamabad
10496,1/4/2023,Laptop,Electronics,3,3303,Karachi
10497,1/16/2023,Bag,Electronics,3,2344,Lahore
10498,10/7/2023,Bag,Electronics,3,32886,Peshawar
10499,12/2/2023,Bag,Fashion,3,49893,Quetta
10500,9/4/2023,Phone,Fashion,3,3183,Peshawar
10501,9/15/2023,Shoes,Fashion,3,21684,Islamabad
10502,6/9/2023,Laptop,Electronics,3,8621,Peshawar
10503,12/6/2023,Bag,Fashion,3,33641,Quetta
10504,6/1/2023,Phone,Electronics,3,29163,Lahore
10505,6/27/2023,Laptop,Electronics,3,4832,Karachi
10506,6/12/2023,Watch,Electronics,3,27618,Islamabad
10507,2/2/2023,Watch,Fashion,3,39663,Quetta
10508,6/28/2023,Bag,Electronics,3,39852,Islamabad
10509,4/11/2023,Phone,Electronics,3,29797,Peshawar
10510,9/25/2023,Phone,Fashion,3,2667,Islamabad
10511,11/19/2023,Laptop,Fashion,3,16221,Quetta
10512,3/6/2023,Laptop,Electronics,3,1774,Karachi
10513,6/17/2023,Phone,Electronics,3,10975,Karachi
10514,11/26/2023,Laptop,Fashion,3,44440,Islamabad
10515,2/12/2023,Phone,Fashion,3,839,Lahore
10516,2/13/2023,Shoes,Fashion,3,1645,Islamabad
10517,10/12/2023,Phone,Electronics,3,29240,Peshawar
10518,1/12/2023,Watch,Fashion,3,9427,Karachi
10519,4/5/2023,Laptop,Fashion,3,5227,Karachi
10520,10/29/2023,Phone,Fashion,3,23431,Karachi
10521,9/10/2023,Phone,Electronics,3,23104,Lahore
10522,8/30/2023,Laptop,Fashion,3,41933,Lahore
10523,2/4/2023,Shoes,Fashion,3,10592,Quetta
10524,8/3/2023,Shoes,Fashion,3,13849,Islamabad
10525,12/3/2023,Laptop,Fashion,3,23608,Islamabad
10526,3/31/2023,Shirt,Fashion,3,9145,Peshawar
10527,9/21/2023,Laptop,Electronics,3,20216,Karachi
10528,4/3/2023,Laptop,Electronics,3,18767,Lahore
10529,3/31/2023,Shoes,Electronics,3,9621,Peshawar
10530,4/25/2023,Shoes,Fashion,3,8769,Peshawar
10531,4/15/2023,Laptop,Electronics,3,27402,Lahore
10532,7/15/2023,Laptop,Electronics,3,11383,Islamabad
10533,11/10/2023,Laptop,Electronics,3,31035,Karachi
10534,4/24/2023,Shoes,Fashion,3,7098,Islamabad
10535,3/16/2023,Laptop,Fashion,3,28906,Peshawar
10536,8/5/2023,Laptop,Electronics,3,31724,Karachi
10537,10/4/2023,Bag,Electronics,3,13540,Quetta
10538,9/6/2023,Shirt,Fashion,3,45565,Peshawar
10539,6/13/2023,Watch,Fashion,3,46601,Islamabad
10540,12/23/2023,Shirt,Electronics,3,21897,Islamabad
10541,7/11/2023,Bag,Fashion,3,1369,Islamabad
10542,8/15/2023,Watch,Electronics,3,7968,Lahore
10543,6/26/2023,Laptop,Fashion,3,30351,Peshawar
10544,4/9/2023,Bag,Electronics,3,12473,Karachi
10545,2/5/2023,Laptop,Electronics,3,19087,Islamabad
10546,4/6/2023,Shoes,Fashion,3,38829,Islamabad
10547,6/1/2023,Phone,Electronics,3,15834,Lahore
10548,5/31/2023,Bag,Electronics,3,42529,Karachi
10549,7/9/2023,Shoes,Electronics,3,41437,Peshawar
10550,8/12/2023,Bag,Fashion,3,40425,Quetta
10551,2/6/2023,Bag,Fashion,3,18164,Lahore
10552,9/25/2023,Shoes,Fashion,3,8533,Peshawar
10553,7/2/2023,Watch,Electronics,3,48521,Quetta
10554,1/13/2023,Shirt,Fashion,3,9211,Islamabad
10555,10/6/2023,Laptop,Electronics,3,38550,Islamabad
10556,8/5/2023,Bag,Electronics,3,48347,Karachi
10557,12/21/2023,Laptop,Fashion,3,15147,Quetta
10558,12/27/2023,Phone,Fashion,3,8184,Islamabad
10559,10/13/2023,Shoes,Electronics,3,21851,Islamabad
10560,9/30/2023,Laptop,Electronics,3,16553,Karachi
10561,3/3/2023,Shoes,Fashion,3,20408,Peshawar
10562,3/25/2023,Laptop,Fashion,3,39068,Islamabad
10563,8/5/2023,Shirt,Fashion,3,30177,Lahore
10564,12/8/2023,Shirt,Electronics,3,43146,Lahore
10565,7/6/2023,Shirt,Electronics,3,34875,Peshawar
10566,1/19/2023,Shirt,Electronics,3,48670,Quetta
10567,6/26/2023,Shirt,Electronics,3,46197,Karachi
10568,4/10/2023,Shirt,Electronics,3,24603,Lahore
10569,8/21/2023,Shoes,Fashion,3,2879,Lahore
10570,3/17/2023,Bag,Fashion,3,21404,Peshawar
10571,9/22/2023,Laptop,Electronics,3,855,Quetta
10572,10/11/2023,Shirt,Electronics,3,39363,Quetta
10573,7/25/2023,Shoes,Fashion,3,43055,Peshawar
10574,8/11/2023,Shoes,Fashion,3,42381,Lahore
10575,2/21/2023,Shoes,Fashion,3,17500,Karachi
10576,12/5/2023,Bag,Fashion,3,40215,Lahore
10577,5/24/2023,Laptop,Electronics,3,14349,Quetta
10578,3/10/2023,Bag,Fashion,3,47747,Lahore
10579,4/9/2023,Watch,Electronics,3,46925,Karachi
10580,1/25/2023,Shoes,Fashion,3,44925,Islamabad
10581,2/22/2023,Watch,Fashion,3,24700,Lahore
10582,5/31/2023,Phone,Fashion,3,37806,Peshawar
10583,5/24/2023,Shirt,Electronics,3,19322,Islamabad
10584,2/26/2023,Shirt,Electronics,3,33605,Peshawar
10585,2/8/2023,Bag,Fashion,3,39068,Peshawar
10586,4/19/2023,Laptop,Electronics,3,41239,Peshawar
10587,6/30/2023,Watch,Electronics,3,49483,Lahore
10588,2/11/2023,Laptop,Fashion,3,41402,Quetta
10589,7/5/2023,Bag,Fashion,3,29248,Islamabad
10590,8/11/2023,Shirt,Electronics,3,22402,Karachi
10591,5/2/2023,Laptop,Electronics,3,2723,Quetta
10592,5/13/2023,Laptop,Electronics,3,8746,Lahore
10593,6/12/2023,Shirt,Fashion,3,13643,Peshawar
10594,8/3/2023,Watch,Fashion,3,29060,Karachi
10595,8/9/2023,Shirt,Electronics,3,22885,Islamabad
10596,8/23/2023,Laptop,Fashion,3,12917,Quetta
10597,11/27/2023,Watch,Fashion,3,31506,Quetta
10598,5/26/2023,Watch,Electronics,3,23556,Karachi
10599,8/27/2023,Shirt,Electronics,3,23877,Lahore
10600,3/17/2023,Laptop,Fashion,3,21014,Islamabad
10601,1/9/2023,Bag,Fashion,3,29653,Karachi
10602,3/15/2023,Laptop,Electronics,3,23648,Peshawar
10603,9/10/2023,Shoes,Fashion,3,37365,Islamabad
10604,8/18/2023,Phone,Fashion,3,40801,Quetta
10605,1/7/2023,Bag,Electronics,3,6827,Karachi
10606,6/23/2023,Watch,Electronics,3,45024,Quetta
10607,5/21/2023,Bag,Fashion,3,32527,Quetta
10608,6/17/2023,Watch,Fashion,3,16792,Quetta
10609,6/19/2023,Watch,Fashion,3,31725,Lahore
10610,10/10/2023,Bag,Electronics,3,25018,Quetta
10611,5/2/2023,Watch,Fashion,3,41495,Peshawar
10612,7/13/2023,Watch,Fashion,3,41236,Peshawar
10613,1/5/2023,Shoes,Electronics,3,49390,Islamabad
10614,1/29/2023,Laptop,Electronics,3,49445,Quetta
10615,6/14/2023,Laptop,Fashion,3,15677,Quetta
10616,12/5/2023,Phone,Electronics,3,19719,Karachi
10617,5/16/2023,Phone,Electronics,3,46340,Lahore
10618,12/31/2023,Shoes,Fashion,3,33810,Islamabad
10619,11/17/2023,Phone,Electronics,3,37488,Quetta
10620,12/8/2023,Bag,Electronics,3,16295,Karachi
10621,5/25/2023,Shirt,Fashion,3,27789,Lahore
10622,11/23/2023,Shirt,Electronics,3,11254,Islamabad
10623,8/5/2023,Shirt,Fashion,3,39221,Islamabad
10624,10/28/2023,Shoes,Fashion,3,29512,Quetta
10625,5/12/2023,Shoes,Electronics,3,21441,Islamabad
10626,10/19/2023,Watch,Electronics,3,32118,Karachi
10627,3/11/2023,Shirt,Electronics,3,9245,Islamabad
10628,9/9/2023,Bag,Fashion,3,42362,Peshawar
10629,10/2/2023,Phone,Electronics,3,46430,Karachi
10630,12/30/2023,Bag,Fashion,3,22323,Lahore
10631,7/1/2023,Phone,Electronics,3,2980,Lahore
10632,6/16/2023,Shirt,Electronics,3,21371,Quetta
10633,4/1/2023,Shirt,Electronics,3,33413,Quetta
10634,7/21/2023,Shirt,Fashion,3,47000,Peshawar
10635,12/12/2023,Shoes,Electronics,3,13404,Lahore
10636,1/19/2023,Phone,Electronics,3,34795,Lahore
10637,2/8/2023,Shoes,Fashion,3,30325,Lahore
10638,5/6/2023,Shoes,Fashion,3,20636,Lahore
10639,6/22/2023,Laptop,Electronics,3,30931,Islamabad
10640,5/21/2023,Bag,Electronics,3,49256,Karachi
10641,8/30/2023,Bag,Electronics,3,11773,Karachi
10642,8/8/2023,Watch,Fashion,3,22017,Peshawar
10643,5/6/2023,Shoes,Fashion,3,27929,Islamabad
10644,2/27/2023,Phone,Fashion,3,15472,Lahore
10645,5/28/2023,Laptop,Fashion,3,26038,Lahore
10646,11/13/2023,Laptop,Electronics,3,2763,Quetta
10647,12/27/2023,Bag,Fashion,3,47901,Quetta
10648,1/1/2023,Shoes,Fashion,3,9565,Peshawar
10649,12/14/2023,Watch,Fashion,3,3426,Lahore
10650,7/9/2023,Shoes,Electronics,3,3759,Peshawar
10651,7/10/2023,Shirt,Electronics,3,27694,Islamabad
10652,11/8/2023,Shoes,Fashion,3,4863,Karachi
10653,4/27/2023,Shirt,Fashion,3,23221,Lahore
10654,5/14/2023,Shirt,Electronics,3,10928,Islamabad
10655,2/27/2023,Watch,Electronics,3,47688,Lahore
10656,2/13/2023,Phone,Electronics,3,11321,Quetta
10657,6/22/2023,Bag,Electronics,3,11311,Peshawar
10658,6/9/2023,Shoes,Electronics,3,13669,Quetta
10659,6/22/2023,Shirt,Electronics,3,31458,Karachi
10660,11/13/2023,Shoes,Electronics,3,37960,Quetta
10661,10/30/2023,Phone,Electronics,3,6122,Lahore
10662,5/29/2023,Bag,Fashion,3,45437,Quetta
10663,3/21/2023,Phone,Fashion,3,13615,Lahore
10664,8/1/2023,Bag,Fashion,3,6259,Karachi
10665,7/22/2023,Laptop,Fashion,3,46091,Quetta
10666,9/9/2023,Bag,Fashion,3,41313,Peshawar
10667,8/17/2023,Watch,Fashion,3,21791,Peshawar
10668,6/13/2023,Phone,Electronics,3,25004,Peshawar
10669,8/15/2023,Shirt,Electronics,3,43890,Quetta
10670,5/27/2023,Laptop,Fashion,3,3144,Quetta
10671,1/20/2023,Watch,Fashion,3,9712,Quetta
10672,2/16/2023,Shoes,Electronics,3,5736,Lahore
10673,8/21/2023,Phone,Electronics,3,11693,Karachi
10674,11/1/2023,Shirt,Electronics,3,49047,Peshawar
10675,1/14/2023,Bag,Fashion,3,2992,Lahore
10676,5/23/2023,Shirt,Electronics,3,21772,Peshawar
10677,1/1/2023,Shoes,Fashion,3,5912,Lahore
10678,2/23/2023,Laptop,Fashion,3,31185,Quetta
10679,9/16/2023,Laptop,Electronics,3,754,Peshawar
10680,5/24/2023,Phone,Electronics,3,17243,Quetta
10681,1/12/2023,Laptop,Fashion,3,1898,Peshawar
10682,11/26/2023,Phone,Electronics,3,38027,Islamabad
10683,8/12/2023,Phone,Electronics,3,29187,Lahore
10684,9/29/2023,Phone,Fashion,3,11718,Islamabad
10685,12/24/2023,Bag,Electronics,3,8546,Lahore
10686,6/5/2023,Watch,Fashion,3,21746,Karachi
10687,1/8/2023,Phone,Fashion,3,36691,Peshawar
10688,5/2/2023,Phone,Electronics,3,48967,Karachi
10689,12/14/2023,Watch,Fashion,3,27300,Karachi
10690,6/13/2023,Shirt,Fashion,3,29671,Lahore
10691,3/31/2023,Phone,Electronics,3,22638,Islamabad
10692,5/16/2023,Bag,Electronics,3,40655,Quetta
10693,7/5/2023,Laptop,Electronics,3,44064,Lahore
10694,11/12/2023,Laptop,Fashion,3,21000,Quetta
10695,6/27/2023,Shoes,Fashion,3,22456,Karachi
10696,1/28/2023,Shoes,Electronics,3,23123,Quetta
10697,8/8/2023,Laptop,Fashion,3,39248,Islamabad
10698,12/23/2023,Laptop,Electronics,3,17492,Lahore
10699,2/10/2023,Bag,Electronics,3,20798,Islamabad
10700,8/16/2023,Watch,Fashion,3,42570,Islamabad
10701,7/11/2023,Shoes,Electronics,3,26635,Lahore
10702,5/25/2023,Watch,Fashion,3,35550,Islamabad
10703,7/20/2023,Bag,Fashion,3,33857,Peshawar
10704,7/31/2023,Laptop,Electronics,3,12576,Peshawar
10705,8/8/2023,Phone,Fashion,3,41314,Peshawar
10706,8/28/2023,Watch,Electronics,3,4811,Quetta
10707,2/15/2023,Laptop,Fashion,3,6579,Islamabad
10708,2/4/2023,Laptop,Fashion,3,31490,Lahore
10709,9/10/2023,Shirt,Fashion,3,13261,Lahore
10710,3/23/2023,Watch,Electronics,3,32252,Quetta
10711,9/13/2023,Phone,Fashion,3,14735,Lahore
10712,7/16/2023,Watch,Electronics,3,40943,Peshawar
10713,10/30/2023,Laptop,Fashion,3,30397,Islamabad
10714,1/10/2023,Phone,Fashion,3,20936,Lahore
10715,11/8/2023,Bag,Electronics,3,24931,Lahore
10716,10/13/2023,Shirt,Electronics,3,1107,Karachi
10717,8/30/2023,Laptop,Electronics,3,26431,Karachi
10718,9/8/2023,Shoes,Electronics,3,40556,Karachi
10719,12/31/2023,Shoes,Electronics,3,10863,Islamabad
10720,1/5/2023,Shirt,Fashion,3,4008,Peshawar
10721,4/29/2023,Bag,Fashion,3,27673,Peshawar
10722,10/16/2023,Laptop,Electronics,3,19287,Peshawar
10723,3/6/2023,Watch,Fashion,3,12057,Islamabad
10724,5/26/2023,Shirt,Fashion,3,4479,Islamabad
10725,8/12/2023,Bag,Fashion,3,28059,Karachi
10726,8/27/2023,Watch,Electronics,3,16582,Lahore
10727,6/26/2023,Shoes,Fashion,3,27205,Quetta
10728,9/24/2023,Shoes,Fashion,3,977,Quetta
10729,12/7/2023,Watch,Fashion,3,48453,Lahore
10730,10/9/2023,Shirt,Electronics,3,18352,Karachi
10731,3/4/2023,Shoes,Fashion,3,31434,Lahore
10732,8/5/2023,Laptop,Fashion,3,19149,Lahore
10733,12/8/2023,Phone,Electronics,3,17872,Quetta
10734,11/11/2023,Watch,Electronics,3,2737,Karachi
10735,10/10/2023,Watch,Fashion,3,7342,Islamabad
10736,6/26/2023,Shoes,Fashion,3,42125,Quetta
10737,4/8/2023,Shirt,Electronics,3,41481,Islamabad
10738,4/15/2023,Laptop,Electronics,3,35751,Karachi
10739,4/9/2023,Shirt,Electronics,3,34072,Lahore
10740,11/7/2023,Bag,Electronics,3,17028,Peshawar
10741,1/6/2023,Bag,Electronics,3,28842,Peshawar
10742,7/16/2023,Phone,Electronics,3,11931,Karachi
10743,12/17/2023,Shoes,Electronics,3,48332,Peshawar
10744,5/13/2023,Shoes,Fashion,3,19656,Islamabad
10745,12/24/2023,Shoes,Electronics,3,25443,Peshawar
10746,9/16/2023,Phone,Electronics,3,22934,Karachi
10747,1/23/2023,Bag,Fashion,3,46862,Karachi
10748,2/22/2023,Shirt,Electronics,3,39388,Islamabad
10749,6/14/2023,Phone,Electronics,3,33522,Peshawar
10750,7/21/2023,Phone,Fashion,3,23305,Peshawar
10751,3/24/2023,Shirt,Electronics,3,18930,Lahore
10752,5/25/2023,Shoes,Fashion,3,8512,Quetta
10753,3/26/2023,Laptop,Fashion,3,3766,Karachi
10754,3/19/2023,Shirt,Fashion,3,37145,Lahore
10755,1/1/2023,Bag,Fashion,3,20886,Karachi
10756,2/20/2023,Watch,Electronics,3,5615,Lahore
10757,6/22/2023,Watch,Fashion,3,42073,Quetta
10758,7/24/2023,Phone,Fashion,3,26727,Lahore
10759,9/17/2023,Watch,Electronics,3,15298,Karachi
10760,10/15/2023,Laptop,Fashion,3,4085,Peshawar
10761,2/3/2023,Shoes,Fashion,3,46003,Karachi
10762,12/14/2023,Bag,Fashion,3,41035,Islamabad
10763,4/5/2023,Laptop,Fashion,3,29575,Islamabad
10764,3/13/2023,Bag,Electronics,3,40316,Islamabad
10765,2/8/2023,Bag,Fashion,3,19503,Islamabad
10766,6/3/2023,Shoes,Electronics,3,3781,Quetta
10767,9/7/2023,Phone,Electronics,3,26119,Peshawar
10768,6/11/2023,Watch,Fashion,3,27686,Peshawar
10769,4/28/2023,Shoes,Fashion,3,49824,Karachi
10770,9/16/2023,Laptop,Fashion,3,42392,Lahore
10771,11/2/2023,Phone,Fashion,3,37621,Karachi
10772,9/25/2023,Laptop,Electronics,3,39950,Karachi
10773,2/23/2023,Phone,Electronics,3,36870,Karachi
10774,8/24/2023,Laptop,Electronics,3,5729,Karachi
10775,8/10/2023,Shoes,Fashion,3,27810,Peshawar
10776,9/8/2023,Phone,Electronics,3,30428,Lahore
10777,11/9/2023,Phone,Fashion,3,12378,Karachi
10778,4/22/2023,Bag,Fashion,3,8517,Peshawar
10779,9/12/2023,Bag,Fashion,3,34865,Karachi
10780,10/30/2023,Shirt,Fashion,3,9063,Islamabad
10781,7/26/2023,Laptop,Fashion,3,48652,Karachi
10782,8/17/2023,Bag,Electronics,3,37392,Karachi
10783,12/7/2023,Shirt,Electronics,3,25109,Quetta
10784,3/7/2023,Bag,Fashion,3,27775,Islamabad
10785,3/16/2023,Laptop,Electronics,3,36275,Lahore
10786,4/13/2023,Phone,Fashion,3,6831,Karachi
10787,7/11/2023,Watch,Fashion,3,40663,Lahore
10788,9/9/2023,Laptop,Fashion,3,11432,Islamabad
10789,8/14/2023,Shoes,Electronics,3,19277,Karachi
10790,10/21/2023,Bag,Fashion,3,23818,Quetta
10791,11/2/2023,Bag,Fashion,3,3011,Peshawar
10792,4/8/2023,Phone,Electronics,3,18899,Quetta
10793,12/4/2023,Shoes,Electronics,3,49502,Quetta
10794,10/13/2023,Phone,Electronics,3,15294,Peshawar
10795,12/1/2023,Shoes,Fashion,3,5051,Peshawar
10796,12/13/2023,Watch,Fashion,3,40966,Peshawar
10797,11/4/2023,Bag,Electronics,3,28433,Karachi
10798,9/6/2023,Bag,Fashion,3,21773,Lahore
10799,6/15/2023,Watch,Electronics,3,48985,Lahore
10800,12/1/2023,Shirt,Electronics,3,40970,Peshawar
10801,1/30/2023,Phone,Fashion,3,5665,Quetta
10802,9/4/2023,Watch,Fashion,3,22921,Islamabad
10803,4/16/2023,Phone,Electronics,3,25594,Peshawar
10804,2/20/2023,Laptop,Electronics,3,34041,Quetta
10805,3/22/2023,Bag,Electronics,3,8724,Quetta
10806,5/13/2023,Phone,Electronics,3,47262,Karachi
10807,10/12/2023,Shoes,Fashion,3,46124,Karachi
10808,5/18/2023,Phone,Electronics,3,935,Lahore
10809,7/3/2023,Laptop,Electronics,3,18746,Lahore
10810,11/26/2023,Bag,Electronics,3,11924,Islamabad
10811,9/30/2023,Watch,Fashion,3,37435,Islamabad
10812,12/6/2023,Laptop,Fashion,3,3915,Islamabad
10813,3/10/2023,Bag,Electronics,3,49498,Islamabad
10814,2/3/2023,Phone,Fashion,3,2529,Quetta
10815,9/19/2023,Shirt,Fashion,3,42050,Quetta
10816,2/22/2023,Shirt,Fashion,3,41986,Lahore
10817,7/24/2023,Shoes,Electronics,3,44498,Karachi
10818,5/6/2023,Bag,Electronics,3,2707,Karachi
10819,8/23/2023,Shirt,Fashion,3,25750,Peshawar
10820,2/12/2023,Watch,Electronics,3,38798,Quetta
10821,8/28/2023,Bag,Electronics,3,32453,Islamabad
10822,4/21/2023,Watch,Fashion,3,36890,Islamabad
10823,9/6/2023,Watch,Fashion,3,12091,Peshawar
10824,5/31/2023,Shirt,Electronics,3,21268,Karachi
10825,7/2/2023,Bag,Fashion,3,31199,Islamabad
10826,12/2/2023,Phone,Electronics,3,39485,Karachi
10827,4/5/2023,Laptop,Electronics,3,36019,Peshawar
10828,1/8/2023,Shirt,Fashion,3,31516,Karachi
10829,12/26/2023,Shirt,Electronics,3,5680,Karachi
10830,7/3/2023,Phone,Electronics,3,7154,Karachi
10831,10/8/2023,Bag,Fashion,3,24190,Islamabad
10832,7/14/2023,Bag,Fashion,3,40487,Lahore
10833,12/18/2023,Watch,Fashion,3,15923,Quetta
10834,7/14/2023,Phone,Electronics,3,46115,Karachi
10835,6/4/2023,Phone,Fashion,3,37441,Karachi
10836,4/3/2023,Bag,Fashion,3,15439,Karachi
10837,6/9/2023,Watch,Fashion,3,3591,Lahore
10838,3/2/2023,Shirt,Fashion,3,806,Peshawar
10839,5/2/2023,Shoes,Electronics,3,32057,Islamabad
10840,2/20/2023,Laptop,Electronics,3,15828,Lahore
10841,10/4/2023,Shirt,Fashion,3,7097,Karachi
10842,1/5/2023,Bag,Electronics,3,38101,Lahore
10843,4/2/2023,Laptop,Fashion,3,38623,Lahore
10844,6/19/2023,Shoes,Fashion,3,25263,Lahore
10845,11/13/2023,Shoes,Electronics,3,17818,Peshawar
10846,1/22/2023,Watch,Electronics,3,22072,Quetta
10847,11/22/2023,Laptop,Fashion,3,18331,Islamabad
10848,1/1/2023,Watch,Fashion,3,39719,Peshawar
10849,5/13/2023,Shirt,Electronics,3,12226,Peshawar
10850,8/21/2023,Phone,Fashion,3,23695,Quetta
10851,1/12/2023,Phone,Electronics,3,40733,Peshawar
10852,12/12/2023,Phone,Fashion,3,12218,Lahore
10853,2/15/2023,Laptop,Fashion,3,3417,Lahore
10854,2/3/2023,Phone,Electronics,3,45080,Karachi
10855,3/19/2023,Shirt,Electronics,3,44215,Peshawar
10856,8/6/2023,Watch,Electronics,3,43258,Karachi
10857,10/28/2023,Laptop,Electronics,3,47731,Islamabad
10858,3/14/2023,Watch,Electronics,3,49416,Lahore
10859,10/9/2023,Laptop,Electronics,3,39928,Islamabad
10860,9/6/2023,Watch,Electronics,3,15604,Quetta
10861,2/16/2023,Shoes,Fashion,3,3157,Lahore
10862,5/1/2023,Watch,Fashion,3,26760,Islamabad
10863,8/2/2023,Phone,Fashion,3,37296,Quetta
10864,8/27/2023,Shoes,Electronics,3,502,Islamabad
10865,2/25/2023,Watch,Electronics,3,8705,Quetta
10866,12/16/2023,Laptop,Electronics,3,15861,Quetta
10867,4/17/2023,Laptop,Fashion,3,27143,Lahore
10868,11/15/2023,Laptop,Electronics,3,33735,Karachi
10869,2/17/2023,Bag,Electronics,3,13879,Quetta
10870,3/2/2023,Shirt,Fashion,3,15255,Quetta
10871,12/3/2023,Laptop,Electronics,3,41078,Lahore
10872,1/26/2023,Shoes,Fashion,3,33232,Karachi
10873,10/19/2023,Laptop,Fashion,3,23951,Peshawar
10874,9/14/2023,Bag,Electronics,3,15466,Peshawar
10875,1/8/2023,Phone,Electronics,3,28508,Karachi
10876,4/23/2023,Shoes,Electronics,3,6671,Islamabad
10877,12/21/2023,Bag,Fashion,3,49831,Lahore
10878,9/10/2023,Phone,Fashion,3,14117,Karachi
10879,6/29/2023,Shoes,Fashion,3,39336,Peshawar
10880,7/26/2023,Watch,Electronics,3,4250,Quetta
10881,10/30/2023,Shirt,Electronics,3,45933,Peshawar
10882,5/7/2023,Shirt,Electronics,3,19523,Quetta
10883,2/25/2023,Bag,Electronics,3,4237,Lahore
10884,8/2/2023,Phone,Fashion,3,30092,Quetta
10885,1/14/2023,Shirt,Fashion,3,45104,Karachi
10886,1/28/2023,Phone,Fashion,3,29002,Quetta
10887,3/19/2023,Phone,Fashion,3,49704,Islamabad
10888,8/4/2023,Bag,Electronics,3,45021,Karachi
10889,12/31/2023,Bag,Electronics,3,13933,Lahore
10890,6/3/2023,Bag,Electronics,3,1481,Karachi
10891,1/14/2023,Shirt,Fashion,3,8254,Islamabad
10892,7/6/2023,Bag,Fashion,3,34335,Lahore
10893,11/8/2023,Shirt,Electronics,3,13539,Peshawar
10894,1/7/2023,Bag,Electronics,3,19222,Islamabad
10895,1/3/2023,Laptop,Fashion,3,24056,Lahore
10896,4/21/2023,Phone,Electronics,3,17364,Quetta
10897,8/26/2023,Bag,Fashion,3,44874,Karachi
10898,12/29/2023,Shoes,Fashion,3,3249,Lahore
10899,8/27/2023,Phone,Fashion,3,24760,Karachi
10900,10/1/2023,Phone,Electronics,3,40760,Quetta
10901,10/21/2023,Bag,Electronics,3,20628,Lahore
10902,8/15/2023,Watch,Fashion,3,49004,Peshawar
10903,1/15/2023,Bag,Electronics,3,1268,Islamabad
10904,7/11/2023,Phone,Fashion,3,45224,Lahore
10905,4/29/2023,Shoes,Fashion,3,35997,Quetta
10906,1/28/2023,Phone,Fashion,3,15132,Lahore
10907,7/21/2023,Shoes,Fashion,3,35394,Karachi
10908,2/8/2023,Shirt,Electronics,3,43927,Lahore
10909,9/30/2023,Laptop,Fashion,3,3616,Peshawar
10910,8/19/2023,Phone,Fashion,3,19851,Lahore
10911,3/27/2023,Bag,Electronics,3,30473,Islamabad
10912,5/6/2023,Shirt,Fashion,3,30370,Lahore
10913,10/27/2023,Laptop,Fashion,3,10486,Karachi
10914,1/25/2023,Bag,Electronics,3,36423,Lahore
10915,5/25/2023,Watch,Electronics,3,48880,Peshawar
10916,1/13/2023,Bag,Electronics,3,14257,Quetta
10917,7/31/2023,Shoes,Fashion,3,37979,Lahore
10918,1/25/2023,Shoes,Electronics,3,39620,Lahore
10919,3/9/2023,Watch,Electronics,3,49697,Islamabad
10920,3/8/2023,Shirt,Fashion,3,39232,Peshawar
10921,8/21/2023,Laptop,Fashion,3,3726,Quetta
10922,4/19/2023,Bag,Fashion,3,20500,Karachi
10923,5/26/2023,Shoes,Fashion,3,36743,Lahore
10924,4/21/2023,Shirt,Fashion,3,38365,Quetta
10925,8/16/2023,Watch,Electronics,3,16079,Karachi
10926,4/21/2023,Phone,Electronics,3,11629,Peshawar
10927,2/3/2023,Shoes,Electronics,3,16745,Peshawar
10928,4/21/2023,Watch,Fashion,3,26524,Quetta
10929,9/21/2023,Bag,Fashion,3,13482,Karachi
10930,8/24/2023,Laptop,Fashion,3,4125,Peshawar
10931,3/24/2023,Shoes,Electronics,3,43326,Quetta
10932,2/11/2023,Shoes,Electronics,3,13944,Peshawar
10933,4/11/2023,Bag,Fashion,3,4275,Peshawar
10934,1/6/2023,Phone,Electronics,3,30619,Peshawar
